ticker,name,year,month,day,future_3,future_7,future_15,future_30,text_file_name,past_3,past_7,past_15,past_30
CELG,Celgene Corp.,2017,7,27,-5.274220527,-5.409157233,-4.266576891,-4.297198763,Celgene Corp._20170727,-4.818362784,-4.904997719,-5.015251078,-4.251934184
AMD,Advanced Micro Devices Inc,2017,7,25,-3.295477865,-3.624591235,-3.55548595,-3.689586005,Advanced Micro Devices Inc_20170725,-5.049978548,-4.095433598,-3.462214516,-3.325537582
LRCX,Lam Research,2017,1,25,-3.655781778,-3.917806817,-4.266967868,-4.425053756,Lam Research_20170125,-5.20447044,-4.413378431,-4.591131969,-4.418723863
JWN,Nordstrom,2017,2,23,-3.433632731,-3.53955258,-3.735202891,-3.711792652,Nordstrom_20170223,-3.967907524,-3.72295285,-3.824588481,-3.883262065
ECL,Ecolab Inc.,2017,8,1,-5.194743998,-4.740014982,-4.733218939,-4.796202188,Ecolab Inc._20170801,-6.095976007,-5.362340276,-5.2948863,-5.14547095
VRSN,Verisign Inc.,2017,7,27,-4.606121849,-4.758579325,-4.646790231,-4.727854272,Verisign Inc._20170727,-7.024688936,-5.597369947,-5.021909933,-4.979431788
CPB,Campbell Soup,2017,8,31,-3.93768658,-4.214716791,-4.21892602,-4.286080233,Campbell Soup_20170831,-5.064282548,-4.390541352,-4.558809565,-4.752139231
KSS,Kohl's Corp.,2017,2,23,-3.447836377,-3.590153633,-3.813678397,-3.713440774,Kohl's Corp._20170223,-5.061359602,-3.995707836,-3.928160949,-4.078207345
KSS,Kohl's Corp.,2017,5,11,-4.361932199,-4.512534218,-4.384272746,-3.80914618,Kohl's Corp._20170511,-4.141698713,-4.049524999,-3.922534657,-3.836303689
NKE,Nike,2017,3,21,-3.124855078,-3.513492695,-3.885332478,-4.161205219,Nike_20170321,-4.982616285,-5.258394943,-4.779746539,-4.626406659
KHC,Kraft Heinz Co,2017,2,15,-2.725340186,-3.086391042,-3.460781656,-3.793840915,Kraft Heinz Co_20170215,-6.992782043,-5.538265908,-5.354205225,-5.203229514
GWW,Grainger (W.W.) Inc.,2017,1,25,-4.819106856,-4.975126572,-5.161413901,-4.616875431,Grainger (W.W.) Inc._20170125,-4.997538872,-4.907959437,-4.618542313,-4.686829263
HUM,Humana Inc.,2017,5,3,-4.597949539,-4.919668177,-4.598318083,-4.703945831,Humana Inc._20170503,-5.616070867,-4.91344716,-4.968104849,-4.668623543
CVS,CVS Health,2017,2,9,-4.948346279,-5.202714421,-5.104772291,-5.214462075,CVS Health_20170209,-6.12176838,-4.093974607,-4.220492225,-4.316962129
INTC,Intel Corp.,2017,10,26,-3.478559059,-3.636205082,-3.837473881,-4.017748599,Intel Corp._20171026,-5.161335359,-5.114424895,-5.071722425,-4.984562252
ABC,AmerisourceBergen Corp,2017,8,3,-5.622207918,-4.810175133,-4.711892126,-4.323184718,AmerisourceBergen Corp_20170803,-4.980023103,-4.402989341,-4.551316211,-4.440029563
FIS,Fidelity National Information Services,2017,2,7,-4.20246332,-4.442631913,-4.58667837,-4.712803076,Fidelity National Information Services_20170207,-6.16208601,-5.790074216,-5.130668629,-4.813245632
RSG,Republic Services Inc,2017,2,16,-4.607447692,-4.620509468,-4.881103168,-4.907361092,Republic Services Inc_20170216,-5.207102991,-5.465351321,-5.262760692,-5.306350378
HLT,Hilton Worldwide Holdings Inc,2017,5,2,-4.797280003,-4.440810526,-4.356740015,-4.455741732,Hilton Worldwide Holdings Inc_20170502,-4.504711018,-4.117614731,-4.4091961,-4.489732306
HAS,Hasbro Inc.,2017,10,23,-4.377963724,-3.804804972,-3.771383846,-4.03359028,Hasbro Inc._20171023,-4.933894447,-5.073631214,-5.15131259,-4.777499135
SIVB,SVB Financial,2017,1,26,-5.071342138,-3.984907761,-4.117925717,-4.208397398,SVB Financial_20170126,-4.089694347,-3.742056136,-3.831984531,-3.964123002
GRMN,Garmin Ltd.,2017,5,3,-4.316322078,-4.534314253,-4.439357208,-4.563713473,Garmin Ltd._20170503,-4.292440592,-4.562236203,-4.610784538,-4.691552883
CTL,CenturyLink Inc,2017,8,2,-3.691457126,-3.995407241,-3.486159624,-3.669026608,CenturyLink Inc_20170802,-4.904549831,-4.074217338,-4.028150105,-4.190634056
PH,Parker-Hannifin,2017,4,27,-5.101647264,-5.19794184,-4.936057659,-4.498510903,Parker-Hannifin_20170427,-4.186626644,-4.251334287,-4.205707699,-4.422617289
ROST,Ross Stores,2017,2,28,-4.076458378,-4.41956716,-4.597245022,-4.549252079,Ross Stores_20170228,-4.099838532,-4.447865826,-4.57787619,-4.681994457
WEC,Wec Energy Group Inc,2017,5,2,-5.580739894,-5.180612365,-5.297291125,-5.300590232,Wec Energy Group Inc_20170502,-5.460920952,-5.27984146,-5.125425563,-5.046455865
aon,Aon plc,2017,5,9,-6.571720473,-5.416640917,-5.511657906,-5.412728901,Aon plc_20170509,-6.309955304,-5.482978819,-4.992557243,-5.105503861
ANTM,Anthem Inc.,2017,7,26,-4.211403036,-4.477898024,-4.635368586,-4.603454006,Anthem Inc._20170726,-6.408620637,-5.201851406,-5.190763149,-5.001594361
MRK,Merck & Co.,2017,5,2,-4.844407252,-4.768429135,-4.721402798,-4.781149489,Merck & Co._20170502,-6.232753895,-5.2447598,-5.160316872,-5.37503461
VZ,Verizon Communications,2017,4,20,-4.750855017,-4.466553029,-4.567697992,-4.60167752,Verizon Communications_20170420,-5.136818778,-5.261678197,-5.281879096,-5.17195548
DLR,Digital Realty Trust Inc,2017,2,16,-4.782212646,-4.599819013,-4.456613245,-4.535208344,Digital Realty Trust Inc_20170216,-4.887173345,-4.903257781,-4.840267965,-4.537027102
DISH,Dish Network,2017,11,9,-4.968238103,-4.981263457,-4.690847343,-4.177062337,Dish Network_20171109,-3.294677621,-3.691832071,-3.800837504,-3.896601422
WBA,Walgreens Boots Alliance,2017,4,5,-5.995967393,-5.598977281,-5.162760436,-4.815611978,Walgreens Boots Alliance_20170405,-6.362123554,-5.480337021,-5.072780278,-5.124044581
JPM,JPMorgan Chase & Co.,2017,7,14,-5.427598094,-4.88116195,-4.850273804,-4.859402576,JPMorgan Chase & Co._20170714,-5.35328333,-5.118182702,-4.780138145,-4.708670041
EBAY,eBay Inc.,2017,1,25,-3.698793785,-3.885901834,-4.148623215,-4.31317846,eBay Inc._20170125,-5.5289372,-4.95006214,-4.447379643,-4.567534315
MLM,Martin Marietta Materials,2017,8,1,-3.8843518,-4.072653115,-4.298923282,-4.023406136,Martin Marietta Materials_20170801,-5.364415981,-5.224281917,-4.638379917,-4.432902784
BA,Boeing Company,2017,4,26,-4.580006096,-4.858666546,-4.721279706,-4.683882883,Boeing Company_20170426,-6.607323467,-4.938898524,-4.752222748,-4.831809032
CI,CIGNA Corp.,2017,5,5,-5.74638182,-5.050021887,-4.871953559,-4.854937827,CIGNA Corp._20170505,-5.165266844,-5.273976564,-4.812457131,-4.67555915
EQT,EQT Corporation,2017,4,27,-4.189589704,-3.813423852,-4.126601635,-4.124831282,EQT Corporation_20170427,-5.090041137,-4.787325889,-4.716271974,-4.48146162
SEE,Sealed Air,2017,5,9,-4.05753583,-4.214134555,-4.536852517,-4.724322908,Sealed Air_20170509,-5.676660334,-4.711286175,-4.681455093,-4.645019265
sti,SunTrust Banks,2017,1,20,-4.560512459,-4.211837606,-4.388137468,-4.362340817,SunTrust Banks_20170120,-3.962881365,-4.147026432,-4.242770907,-4.365333153
BLL,Ball Corp,2017,5,4,-5.891423086,-5.345643922,-5.17149421,-5.057193247,Ball Corp_20170504,-5.690049965,-4.452527357,-4.702773935,-4.839135019
ABBV,AbbVie Inc.,2017,7,28,-5.068507999,-5.43985752,-4.90118717,-4.189417022,AbbVie Inc._20170728,-4.804967144,-4.427552298,-4.661363642,-4.731409191
ABBV,AbbVie Inc.,2017,7,28,-5.068507999,-5.43985752,-4.90118717,-4.189417022,AbbVie Inc._20170728,-4.804967144,-4.427552298,-4.661363642,-4.731409191
PNW,Pinnacle West Capital,2017,2,24,-5.042632993,-5.015224837,-4.627393487,-4.841395702,Pinnacle West Capital_20170224,-5.114152128,-4.985705304,-5.054219105,-4.980846936
FB,"Facebook, Inc.",2017,11,1,-4.452170491,-4.84727242,-4.83246624,-4.396835439,"Facebook, Inc._20171101",-4.037825377,-4.007652921,-4.340111367,-4.264119278
PEP,PepsiCo Inc.,2017,4,26,-5.068123547,-5.060027585,-5.277141196,-5.217725542,PepsiCo Inc._20170426,-5.43517326,-5.289121918,-5.097186334,-5.207001004
TSCO,Tractor Supply Company,2017,4,26,-3.925216291,-3.921082477,-4.248268194,-4.193914623,Tractor Supply Company_20170426,-4.815780634,-4.964526159,-3.758234859,-3.995129247
NVDA,Nvidia Corporation,2017,5,9,-2.624143122,-2.696170382,-3.008232278,-3.195120488,Nvidia Corporation_20170509,-5.432675057,-4.185345936,-4.317535631,-3.961653761
TGT,Target Corp.,2017,8,16,-4.539873632,-4.059172323,-4.147068258,-4.274925393,Target Corp._20170816,-4.108298901,-3.964976037,-4.191692687,-4.166124547
WBA,Walgreens Boots Alliance,2017,10,25,-3.505787374,-3.827515844,-3.939246371,-4.0279573,Walgreens Boots Alliance_20171025,-4.718810122,-4.963158182,-4.139183085,-4.329067648
PYPL,PayPal,2017,1,26,-4.457633986,-4.465025294,-4.429612139,-4.60845372,PayPal_20170126,-5.13027962,-5.067000731,-4.942629863,-4.873705159
SWKS,Skyworks Solutions,2017,4,27,-3.789561638,-4.103717435,-3.957727206,-4.141937347,Skyworks Solutions_20170427,-4.299179476,-4.451579333,-4.298652019,-4.415514794
TXN,Texas Instruments,2017,10,24,-4.784488323,-4.906247982,-4.934432877,-4.687608179,Texas Instruments_20171024,-4.892583473,-4.788083168,-5.078630941,-4.814005895
cbre,CBRE Group,2017,11,3,-4.75608097,-4.681492562,-4.721259173,-4.726472038,CBRE Group_20171103,-6.406747932,-4.833044281,-4.872473055,-5.087608356
UTX,United Technologies,2017,10,24,-4.976167563,-5.032344507,-4.837353603,-4.739285188,United Technologies_20171024,-5.243202799,-5.459888527,-5.47556357,-4.915225379
FCX,Freeport-McMoRan Inc.,2017,4,25,-3.55960726,-3.603546183,-3.820366289,-3.889600577,Freeport-McMoRan Inc._20170425,-4.226969513,-4.411617848,-4.00594255,-3.803504443
ILMN,Illumina Inc,2017,8,1,-2.59669641,-2.898323155,-3.230196955,-3.540047208,Illumina Inc_20170801,-5.110164119,-4.851740857,-4.689120903,-4.205456546
AMZN,Amazon.com Inc.,2017,2,2,-4.030264999,-4.205373835,-4.492046555,-4.785250469,Amazon.com Inc._20170202,-4.757162412,-4.742804628,-4.787043104,-4.572631575
MRK,Merck & Co.,2017,10,27,-3.464311378,-3.779171372,-4.067373936,-4.225236305,Merck & Co._20171027,-6.031001047,-5.170154985,-5.335250548,-5.436810778
GIS,General Mills,2017,12,20,-5.171027164,-4.863871686,-4.845144464,-4.449196874,General Mills_20171220,-4.778550074,-4.881297757,-4.400695853,-4.261130712
CAT,Caterpillar Inc.,2017,10,24,-4.984903084,-5.115382275,-4.889632987,-4.664819074,Caterpillar Inc._20171024,-6.810893771,-5.460857226,-5.364973654,-5.051608884
PKI,PerkinElmer,2017,11,2,-4.43935249,-4.788988879,-4.84301543,-4.469640035,PerkinElmer_20171102,-4.848602605,-4.941562417,-4.865129935,-5.010652192
jci,Johnson Controls International,2017,7,27,-5.290151795,-4.41108728,-4.554143912,-4.48193578,Johnson Controls International_20170727,-4.630632426,-4.896635036,-4.918749018,-4.686607508
tel,TE Connectivity Ltd.,2017,7,26,-4.25688071,-4.454891066,-4.409504994,-4.564166672,TE Connectivity Ltd._20170726,-4.454995433,-4.631831394,-4.657129881,-4.724866469
NKTR,Nektar Therapeutics,2017,3,1,-2.643091518,-2.940559481,-2.206840663,-2.454333504,Nektar Therapeutics_20170301,-3.500605157,-3.785284014,-3.65313736,-3.575957118
MA,Mastercard Inc.,2017,1,31,-4.537175407,-4.931630019,-5.070720148,-4.98047984,Mastercard Inc._20170131,-5.303470497,-5.056033196,-5.276845722,-4.997872345
BR,Broadridge Financial Solutions,2017,5,10,-5.191764286,-4.803520648,-4.799647982,-4.714020015,Broadridge Financial Solutions_20170510,-5.801664277,-5.691084461,-5.216090081,-5.11356255
RTN,Raytheon Co.,2017,10,26,-5.29991372,-4.750292579,-4.771016096,-4.690169584,Raytheon Co._20171026,-8.100183184,-5.319114816,-5.397638821,-5.330623691
KHC,Kraft Heinz Co,2017,11,1,-4.93276279,-4.633837502,-4.729301645,-4.646653417,Kraft Heinz Co_20171101,-3.821462833,-4.239340261,-4.572842674,-4.668993958
NDAQ,"Nasdaq, Inc.",2017,1,31,-5.768403032,-5.438209421,-5.137630165,-5.117800306,"Nasdaq, Inc._20170131",-5.138611675,-5.216573411,-5.018159125,-4.996660978
HAS,Hasbro Inc.,2017,4,24,-6.037060547,-5.038057626,-4.973626186,-4.751577983,Hasbro Inc._20170424,-5.813629744,-5.388083386,-5.037898888,-4.918310446
ABC,AmerisourceBergen Corp,2017,1,31,-4.617535264,-5.018825871,-5.004935105,-4.788276552,AmerisourceBergen Corp_20170131,-4.038238694,-4.083348127,-4.016493623,-4.009089324
SNPS,Synopsys Inc.,2017,2,15,-3.491831807,-3.801566885,-4.021382638,-4.274431207,Synopsys Inc._20170215,-5.112209735,-5.121897376,-4.822108587,-4.857660629
TGT,Target Corp.,2017,11,15,-3.703399328,-3.717229875,-3.43725905,-3.724120619,Target Corp._20171115,-4.081830689,-4.043145817,-4.148875506,-4.17530243
AOS,A.O. Smith Corp,2017,7,26,-4.773735862,-4.731928876,-4.84864973,-4.817441154,A.O. Smith Corp_20170726,-5.676180565,-4.922002325,-4.802376694,-4.833179527
KSS,Kohl's Corp.,2017,11,9,-3.273687704,-3.611612527,-3.897260039,-3.930757575,Kohl's Corp._20171109,-3.662280004,-3.997913306,-3.947117439,-4.131106259
CSCO,Cisco Systems,2017,11,15,-3.842914979,-4.025899654,-4.203292346,-4.456027478,Cisco Systems_20171115,-6.236335937,-5.30972348,-4.924592813,-5.004238061
AXP,American Express Co,2017,4,19,-3.596539341,-3.802302379,-4.129919354,-4.340734142,American Express Co_20170419,-4.526276273,-4.925098226,-4.872088819,-4.965672258
HPE,Hewlett Packard Enterprise,2017,11,21,-3.20082201,-3.404165672,-3.727821076,-3.945885416,Hewlett Packard Enterprise_20171121,-4.564686648,-3.992571405,-4.192424419,-4.086958165
SYY,Sysco Corp.,2017,8,14,-4.936897263,-5.200120885,-4.926159907,-4.783386126,Sysco Corp._20170814,-4.396733797,-4.657752405,-4.804582664,-4.791528469
ADP,Automatic Data Processing,2017,2,1,-5.058713136,-5.203090769,-5.159339349,-4.996830996,Automatic Data Processing_20170201,-5.304509428,-5.004593155,-5.096746536,-4.994126678
VLO,Valero Energy,2017,1,31,-5.710898073,-4.620253325,-4.570744855,-4.443769902,Valero Energy_20170131,-4.48114829,-4.492099461,-4.660473778,-4.391844451
REGN,Regeneron,2017,11,8,-4.628997459,-4.1350376,-4.234307768,-4.190576099,Regeneron_20171108,-4.177798819,-4.368744594,-4.516427081,-4.283868091
MMC,Marsh & McLennan,2017,7,27,-4.526659893,-4.80497195,-4.909693705,-4.634981541,Marsh & McLennan_20170727,-5.624838723,-5.801356029,-5.171531334,-5.050213208
FITB,Fifth Third Bancorp,2017,1,24,-4.53526573,-4.561039255,-4.219872046,-4.172364044,Fifth Third Bancorp_20170124,-4.529252362,-3.909961561,-4.092646515,-4.232743785
GM,General Motors,2017,7,25,-5.183420707,-4.325528136,-4.489229644,-4.475794084,General Motors_20170725,-5.74056212,-4.983764983,-4.766874074,-4.888188786
KMI,Kinder Morgan,2017,4,19,-4.083517774,-4.348768451,-4.306025309,-4.311288034,Kinder Morgan_20170419,-5.311885647,-4.955601227,-4.680772782,-4.53314657
ALK,Alaska Air Group Inc,2017,2,8,-4.615385547,-4.621093677,-4.220514453,-4.168512457,Alaska Air Group Inc_20170208,-4.696426989,-4.821884358,-4.502857152,-4.232918263
CVX,Chevron Corp.,2017,7,28,-4.909420098,-4.861903453,-4.933085654,-4.846355462,Chevron Corp._20170728,-6.290355954,-4.857571601,-5.069868145,-4.746267216
IT,Gartner Inc,2017,5,4,-6.897365513,-5.488382156,-4.639194911,-4.794718821,Gartner Inc_20170504,-5.46912982,-5.561680002,-4.980739027,-4.962980133
jci,Johnson Controls International,2017,11,9,-4.162226635,-4.076281671,-4.04333237,-4.304539585,Johnson Controls International_20171109,-5.225152475,-4.754615587,-4.478399634,-4.559858535
REGN,Regeneron,2017,5,4,-4.584703316,-4.377420839,-4.253095463,-4.23118805,Regeneron_20170504,-5.788367189,-3.833426174,-4.000502499,-4.040981156
ALLE,Allegion,2017,4,27,-4.644496545,-4.752053948,-4.602809652,-4.615849331,Allegion_20170427,-5.683418879,-5.196198371,-4.977107162,-5.01996451
FL,Foot Locker Inc,2017,11,17,-6.417677705,-3.776180365,-3.587261719,-3.751809186,Foot Locker Inc_20171117,-4.453596177,-3.916284117,-3.805529146,-3.822798688
ADP,Automatic Data Processing,2017,7,27,-4.192532881,-4.149885981,-3.896017587,-4.127925367,Automatic Data Processing_20170727,-4.124418976,-4.431326433,-4.422147388,-4.528194225
GILD,Gilead Sciences,2017,5,2,-4.305021042,-4.599972836,-4.768736561,-4.828671902,Gilead Sciences_20170502,-5.344353262,-4.750464563,-4.942229351,-5.006007114
ipgp,IPG Photonics Corp.,2017,5,2,-5.069803257,-4.622259771,-4.166618665,-4.23628386,IPG Photonics Corp._20170502,-4.745338233,-4.340479962,-4.430015088,-4.435172795
GWW,Grainger (W.W.) Inc.,2017,4,18,-5.139217707,-4.813302886,-4.708009385,-4.584227981,Grainger (W.W.) Inc._20170418,-4.341889761,-4.645773574,-4.784640976,-4.756502972
ALK,Alaska Air Group Inc,2017,10,25,-3.530369342,-3.841181237,-3.854610505,-3.943311995,Alaska Air Group Inc_20171025,-4.585888397,-4.597639588,-4.612691529,-4.24692829
SIVB,SVB Financial,2017,4,27,-3.240844422,-3.537756652,-3.674368744,-3.821364133,SVB Financial_20170427,-5.400290461,-4.465507907,-4.126960277,-3.814695069
aes,AES Corp,2017,11,2,-4.018342818,-3.62633564,-3.973375772,-4.209326607,AES Corp_20171102,-5.560847732,-5.181080698,-4.955595412,-4.97697905
NWSA,News Corp. Class A,2017,5,9,-4.232701657,-4.237152117,-4.324356736,-4.477719111,News Corp. Class A_20170509,-5.481407941,-4.699816233,-4.333081302,-4.398293948
CRM,Salesforce.com,2017,8,22,-5.231933918,-5.180982592,-4.897578454,-4.750055596,Salesforce.com_20170822,-4.554430131,-4.483787083,-4.407184558,-4.557391969
WRK,WestRock,2017,1,24,-3.836439753,-4.213035716,-4.242440793,-4.183805447,WestRock_20170124,-4.405327235,-4.415667939,-4.54652485,-4.531615317
MSI,Motorola Solutions Inc.,2017,8,3,-5.268339241,-4.641095663,-4.85781251,-4.626048405,Motorola Solutions Inc._20170803,-4.380752133,-4.567543131,-4.788319892,-4.757977812
JNPR,Juniper Networks,2017,7,25,-3.589021943,-3.747506482,-3.958071689,-4.16557038,Juniper Networks_20170725,-5.294502148,-4.795995126,-4.451572904,-4.468767312
EL,Estee Lauder Cos.,2017,8,18,-4.924744373,-4.780630339,-4.984815933,-4.847402944,Estee Lauder Cos._20170818,-4.36648645,-3.991872577,-4.263781083,-4.537295018
SEE,Sealed Air,2017,2,9,-4.320302689,-4.633178539,-4.60021055,-4.516402715,Sealed Air_20170209,-4.87068044,-4.81870148,-4.774161636,-4.681083768
aee,Ameren Corp,2017,2,16,-5.634378332,-5.269574654,-5.121242418,-4.91278813,Ameren Corp_20170216,-5.518460548,-5.364389395,-4.764333349,-4.821622254
UNH,United Health Group Inc.,2017,10,17,-4.384968444,-4.700312741,-4.706994825,-4.624150283,United Health Group Inc._20171017,-5.049100584,-5.149754263,-4.890136067,-4.912761714
ILMN,Illumina Inc,2017,10,24,-3.93203716,-4.020654659,-4.141550858,-4.007638685,Illumina Inc_20171024,-4.57667624,-4.661265306,-4.7591768,-4.650727588
KR,Kroger Co.,2017,11,30,-3.488136276,-3.898233099,-4.002605605,-4.054176759,Kroger Co._20171130,-4.514288515,-4.077018806,-3.958019428,-4.151879032
VRSN,Verisign Inc.,2017,4,27,-5.734325988,-4.897063837,-4.617318732,-4.680545199,Verisign Inc._20170427,-5.176534099,-5.35827091,-5.21238946,-5.210777912
ANTM,Anthem Inc.,2017,2,1,-4.391627154,-4.347958013,-4.370696053,-4.543658844,Anthem Inc._20170201,-5.847581037,-4.674508747,-4.55321788,-4.56150074
ROK,Rockwell Automation Inc.,2017,7,26,-4.993262871,-4.917041953,-4.860911849,-4.741975866,Rockwell Automation Inc._20170726,-6.118823256,-5.050131848,-4.971812048,-4.738711934
EMR,Emerson Electric Company,2017,2,7,-5.407593616,-4.82926881,-4.659166356,-4.611094605,Emerson Electric Company_20170207,-5.542970627,-4.77011425,-4.466911656,-4.54772444
TXN,Texas Instruments,2017,1,24,-4.435609229,-4.201896808,-4.525585268,-4.701140281,Texas Instruments_20170124,-4.704890659,-4.857790359,-4.737452289,-4.768443102
EMR,Emerson Electric Company,2017,5,2,-4.330984905,-4.525694049,-4.544844435,-4.457176647,Emerson Electric Company_20170502,-5.410029045,-4.537525661,-4.513941072,-4.660841962
CLX,The Clorox Company,2017,5,3,-4.991235921,-5.198345959,-4.958662383,-5.027065275,The Clorox Company_20170503,-4.4995666,-4.43127856,-4.599588942,-4.875252284
AGN,"Allergan, Plc",2017,8,3,-4.449663135,-4.468112315,-4.649501381,-4.386078981,"Allergan, Plc_20170803",-5.76090786,-5.276865796,-5.020318964,-4.793495479
AMT,American Tower Corp A,2017,10,31,-4.352085881,-3.797606515,-4.069613418,-4.178975933,American Tower Corp A_20171031,-4.581528386,-4.551181192,-4.65650525,-4.575090347
LRCX,Lam Research,2017,4,18,-3.615573182,-3.847182598,-3.945295168,-4.073217622,Lam Research_20170418,-4.42544124,-4.622104102,-4.905210332,-4.632278488
DIS,The Walt Disney Company,2017,8,8,-3.993481162,-4.224473847,-4.384009731,-4.365762043,The Walt Disney Company_20170808,-4.831013611,-4.743820679,-4.524001569,-4.612768683
EL,Estee Lauder Cos.,2017,5,3,-5.18038981,-4.847923516,-4.818148779,-5.004173,Estee Lauder Cos._20170503,-5.908142221,-5.004453274,-5.004470539,-4.927259516
WY,Weyerhaeuser,2017,2,3,-4.02464609,-4.099956834,-4.347009642,-4.455858528,Weyerhaeuser_20170203,-4.906076864,-4.133547166,-4.323273928,-4.488411496
HUM,Humana Inc.,2017,8,2,-4.015226905,-4.140493121,-4.375767148,-4.590623997,Humana Inc._20170802,-5.479748184,-5.801733265,-5.455974451,-4.87465443
nbl,Noble Energy Inc,2017,8,3,-5.040372532,-5.181843764,-4.258463327,-4.15038799,Noble Energy Inc_20170803,-5.175565374,-4.133631858,-3.917438129,-3.964354147
ATVI,Activision Blizzard,2017,2,9,-2.296924989,-2.665044875,-3.000315314,-3.326277471,Activision Blizzard_20170209,-4.522454983,-4.491292833,-4.627210608,-4.594617466
KSU,Kansas City Southern,2017,10,20,-4.404299619,-4.254864582,-4.512403491,-4.350187616,Kansas City Southern_20171020,-4.894752558,-4.466344524,-4.387413226,-4.585826107
SYK,Stryker Corp.,2017,7,27,-4.356922711,-4.382981013,-4.534964831,-4.388465498,Stryker Corp._20170727,-5.50597881,-5.166172754,-4.644242272,-4.831596326
SYY,Sysco Corp.,2017,11,6,-3.784521929,-4.060235494,-4.329249399,-4.306889593,Sysco Corp._20171106,-5.037669761,-4.937557818,-5.120033047,-5.109317322
ADM,Archer-Daniels-Midland Co,2017,8,1,-4.6566004,-4.887212975,-4.591904708,-4.578407147,Archer-Daniels-Midland Co_20170801,-5.478804277,-5.026016991,-4.84002765,-4.668753
CELG,Celgene Corp.,2017,4,27,-6.805819126,-4.355644802,-4.494865418,-4.511612262,Celgene Corp._20170427,-4.72039349,-4.553233397,-4.800060515,-4.785777925
PWR,Quanta Services Inc.,2017,8,3,-4.463909931,-4.278917461,-4.304179826,-4.474744183,Quanta Services Inc._20170803,-4.484514493,-4.423153587,-4.29317323,-4.337769508
STX,Seagate Technology,2017,4,26,-5.412518573,-4.838195216,-4.211424059,-4.31124226,Seagate Technology_20170426,-4.290082704,-4.528404828,-4.406411827,-4.206914819
rmd,ResMed,2017,1,23,-2.981675595,-3.307052356,-3.679426399,-3.979595352,ResMed_20170123,-4.527319747,-4.448037923,-4.518708221,-4.682590559
CMCSA,Comcast Corp.,2017,4,27,-5.136774837,-4.459384649,-4.580701292,-4.572279478,Comcast Corp._20170427,-4.968639024,-5.082722954,-4.669643588,-4.868580107
MMM,3M Company,2017,7,25,-5.734983063,-5.270871728,-5.271148339,-5.117901036,3M Company_20170725,-5.651659743,-5.611190605,-5.296669793,-5.162476285
WBA,Walgreens Boots Alliance,2017,6,29,-5.559512906,-5.263923195,-4.978739023,-4.812328999,Walgreens Boots Alliance_20170629,-4.744029262,-4.447771619,-4.107317476,-4.214635894
tel,TE Connectivity Ltd.,2017,1,25,-6.664234914,-5.216574929,-5.266995588,-4.906597594,TE Connectivity Ltd._20170125,-5.313588256,-4.911479694,-4.710142466,-4.785674981
K,Kellogg Co.,2017,8,3,-4.729171889,-4.705587029,-4.65448578,-4.640885114,Kellogg Co._20170803,-5.225323742,-5.128829403,-5.187896076,-4.763742369
INCY,Incyte,2017,8,1,-3.987499974,-3.602989635,-3.809252798,-3.593096795,Incyte_20170801,-3.753969753,-3.650423963,-3.86917881,-3.675574966
GM,General Motors,2017,4,28,-4.172208708,-4.183325977,-4.295132608,-4.407207773,General Motors_20170428,-5.554277972,-5.046411286,-4.736356981,-4.378624348
WEC,Wec Energy Group Inc,2017,10,26,-5.157052524,-4.934266541,-4.79583453,-5.000681938,Wec Energy Group Inc_20171026,-7.753836991,-5.355521088,-5.260540088,-4.889213602
CLX,The Clorox Company,2017,11,1,-4.84419049,-4.761988229,-4.555061307,-4.689350435,The Clorox Company_20171101,-4.637482657,-4.874256018,-4.832216378,-4.515792562
CTSH,Cognizant Technology Solutions,2017,8,3,-4.057199223,-4.230170166,-4.386486607,-4.586308213,Cognizant Technology Solutions_20170803,-4.900265187,-5.217259358,-5.049554555,-4.917782576
SRCL,Stericycle Inc,2017,11,8,-3.846075562,-4.19272774,-4.244302746,-4.35810367,Stericycle Inc_20171108,-5.623483222,-4.606989708,-4.654977398,-4.62525281
MSFT,Microsoft Corp.,2017,4,27,-5.034703064,-5.178014865,-4.574067107,-4.578352964,Microsoft Corp._20170427,-4.885951351,-4.868383432,-5.026350302,-5.139972629
KO,Coca-Cola Company (The),2017,2,9,-4.895276779,-4.638171487,-4.948885668,-5.127728106,Coca-Cola Company (The)_20170209,-5.738815046,-5.406428026,-5.174056581,-5.219883803
IRM,Iron Mountain Incorporated,2017,2,23,-5.785991203,-5.538758026,-4.557925962,-4.603552997,Iron Mountain Incorporated_20170223,-4.38414952,-4.529309699,-4.782653175,-4.651378603
F,Ford Motor,2017,4,27,-3.927519817,-4.030769536,-4.336170625,-4.38604405,Ford Motor_20170427,-5.993976499,-4.593283358,-4.648868071,-4.353697726
Amgn,Amgen Inc.,2017,7,25,-4.003144216,-4.326005999,-4.433525476,-4.453502735,Amgen Inc._20170725,-6.257569281,-5.488514641,-5.080492903,-4.628833099
AXP,American Express Co,2017,10,18,-6.121133724,-4.687293703,-4.827805534,-4.815156864,American Express Co_20171018,-4.6249113,-5.011637915,-5.12398463,-4.995034599
GS,Goldman Sachs Group,2017,7,18,-5.673233638,-4.838788098,-4.594009606,-4.571840857,Goldman Sachs Group_20170718,-4.756709277,-5.030986393,-4.67400258,-4.582266757
