ticker,name,year,month,day,text_file_name,future_2,future_3,future_4,future_5,future_6,future_7,future_8,future_9,future_10,future_11,future_12,future_13,future_14,future_15,future_16,future_17,future_18,future_19,future_20,future_21,future_22,future_23,future_24,future_25,future_26,future_27,future_28,future_29,future_30,past_2,past_3,past_4,past_5,past_6,past_7,past_8,past_9,past_10,past_11,past_12,past_13,past_14,past_15,past_16,past_17,past_18,past_19,past_20,past_21,past_22,past_23,past_24,past_25,past_26,past_27,past_28,past_29,past_30
NCLH,Norwegian Cruise Line,2017,2,22,Norwegian Cruise Line_20170222,-5.883985618607489,-4.220156866789173,-4.354076821478939,-4.392568281890194,-4.483337787327648,-4.448236713031371,-4.511521126757487,-4.568048016591669,-4.599467571241291,-4.5842495206241525,-4.40284202154347,-4.436217061896115,-4.462273757722173,-4.473693349559053,-4.5058697823186185,-4.53507949406183,-4.560232952571026,-4.4910903187952185,-4.4356383591718815,-4.458156751909724,-4.4579800532188685,-4.458649548937816,-4.474464559346972,-4.484210374241205,-4.4942108736220385,-4.499269460361119,-4.503074004214506,-4.512540112579933,-4.529127689183419,-5.3565343679100685,-4.982815438570746,-5.123011678025196,-5.183944150424906,-5.275090484167328,-5.239319361510747,-5.275791332071951,-5.322030621414593,-5.360553963441037,-5.3381960665596315,-5.380562427683729,-5.27415860465091,-4.87099296202542,-4.665927392163058,-4.56859780555991,-4.59133412647701,-4.4528406313482,-4.359432189794547,-4.344281575546043,-4.364128742884451,-4.386530508104461,-4.406863318808751,-4.382981916558351,-4.395535956820246,-4.3981522370853074,-4.401991057528879,-4.409080501483137,-4.396446743260697,-4.413390941376101
GRMN,Garmin Ltd.,2017,2,22,Garmin Ltd._20170222,-3.7350589295886376,-3.936393283506834,-4.050700607622733,-3.978683212992821,-4.0633360692286224,-4.137276469416302,-4.17200413163482,-4.230788706911617,-4.2344975702088306,-4.273724655400685,-4.291616332252386,-4.331601515447094,-4.361762245576802,-4.366443968811291,-4.375959722553775,-4.405902447190206,-4.425767836201068,-4.380857723037708,-4.4039674003981455,-4.419491802538529,-4.438008592189544,-4.4573130438277575,-4.470980877319632,-4.491228404640512,-4.507714983223946,-4.525854585716663,-4.509564817724057,-4.5260641492032985,-4.542860279324078,-6.133664190951816,-5.535736586925993,-4.9804864928980805,-5.0756621391703085,-4.964909027730338,-4.8906972516178815,-4.953447849605993,-4.7453397829812465,-4.642395180777669,-4.659630622105871,-4.703079962209941,-4.383029683323317,-4.408927319864751,-4.384622198806832,-4.18810955794704,-4.216797206344561,-4.216710898253587,-4.2244033183946,-4.216943754298324,-4.239534389821157,-4.2619040167588365,-4.280364618849894,-4.297431963582682,-4.296584497234884,-4.315977643746655,-4.3348141179649415,-4.35024313804692,-4.364951502660364,-4.33796907065662
JWN,Nordstrom,2017,2,23,Nordstrom_20170223,-4.407465511072807,-3.4336327310751233,-3.370787099020116,-3.472009966877045,-3.5278893595572502,-3.5395525799239014,-3.5052059452825395,-3.5305634333079507,-3.5703497536848587,-3.614556008834824,-3.6327473873099168,-3.671989678847488,-3.700970183167031,-3.7352028905818284,-3.761824550904469,-3.7416112255522367,-3.7561442320483334,-3.781652688796087,-3.805209975399656,-3.8245813542969067,-3.8389082022068233,-3.827209528728852,-3.7363780193441083,-3.7538901673667016,-3.77349862761202,-3.791581016207111,-3.704756085694077,-3.718550291021065,-3.7117926515349535,-4.874623359703589,-3.9679075242755775,-3.5938687686478565,-3.6608017142067566,-3.6819894652027454,-3.722952850382853,-3.770646929705429,-3.776195570363914,-3.703849914190141,-3.7461364290145807,-3.73188784824918,-3.769528370990217,-3.799190331808529,-3.824588480832675,-3.850369940466324,-3.860572034447295,-3.809158830880714,-3.821208302558016,-3.846853033898765,-3.863234846446397,-3.8844075132198888,-3.834293989458292,-3.807165868632108,-3.827261213340859,-3.846513688099918,-3.8499470005491903,-3.867902433148995,-3.8735944762269687,-3.8832620653670333
IRM,Iron Mountain Incorporated,2017,2,23,Iron Mountain Incorporated_20170223,-5.861780551549418,-5.785991202735947,-5.3621826523945755,-5.473707585766329,-5.528532265178787,-5.538758025828358,-5.479927030240389,-4.7397227509144315,-4.702201405774773,-4.675736610771326,-4.605305640575658,-4.639205564665364,-4.5337225301857185,-4.557925961780594,-4.510310638387209,-4.538090720687444,-4.555569790264839,-4.522571871700034,-4.546266165934182,-4.558367779375977,-4.5806180489409085,-4.544783887575327,-4.548911455938747,-4.569123749630869,-4.574682700156061,-4.580051858421415,-4.593100859521362,-4.608745412877644,-4.6035529967271165,-4.193415255442171,-4.384149519936536,-4.475311227240887,-4.556163443162737,-4.489161020300004,-4.529309698567544,-4.538890312796749,-4.581554666113644,-4.6333319145563845,-4.680979876684396,-4.724015627350083,-4.721928614980368,-4.7514538399267074,-4.7826531747720455,-4.8127530591291965,-4.771628883317297,-4.799552627491156,-4.6564301692056125,-4.680049738096948,-4.6905022242647565,-4.705821093303213,-4.638165059994428,-4.640654384736157,-4.660925527798657,-4.6463749388848585,-4.633606738358728,-4.627808325706062,-4.635637376797614,-4.651378602819361
KSS,Kohl's Corp.,2017,2,23,Kohl's Corp._20170223,-4.127873058218428,-3.4478363765498625,-3.4957545667082512,-3.606102850427186,-3.63116052884742,-3.5901536330693324,-3.6541005375877806,-3.6532959734876274,-3.6804470597399312,-3.7048601050735037,-3.729798485425828,-3.7695854077870647,-3.8062072014840407,-3.8136783970252015,-3.84593484974708,-3.745864202396462,-3.752036917422001,-3.7773579350002526,-3.8026953796111114,-3.827063739513688,-3.847714270893405,-3.836893602850436,-3.767379388861869,-3.786494464916149,-3.797020983314188,-3.806216481907709,-3.778670046142603,-3.7959942782062415,-3.713440773772069,-6.0908324487432255,-5.061359602171986,-4.18400318217113,-4.245059570676858,-3.9854342178141566,-3.995707836146661,-4.062380825646267,-3.961664905536949,-3.8279211833719238,-3.8686160805668632,-3.834603948623159,-3.871877168251025,-3.9075150973399753,-3.9281609492227263,-3.9604196374160106,-3.973195205979805,-3.9124992617157552,-3.9393250552943337,-3.9644071091023014,-3.9886099122633567,-4.0016637772988775,-4.021624527276414,-4.002159649110419,-4.02116586678909,-4.029321563513394,-4.037373646226309,-4.049916940040844,-4.062947243986046,-4.078207344911667
HRL,Hormel Foods Corp.,2017,2,23,Hormel Foods Corp._20170223,-4.7350940076705275,-4.243494573999505,-4.386905617444157,-4.49609880761384,-4.568933937450228,-4.572818376772768,-4.633763515388458,-4.682292941734121,-4.73450358950759,-4.633788932584532,-4.6728374449503445,-4.696829884551222,-4.556320151519996,-4.5438915077877535,-4.575549385866858,-4.6052673902845465,-4.589441189634019,-4.602964597097295,-4.627878016879409,-4.646097335360553,-4.646604929872541,-4.657359179694783,-4.663584421525416,-4.6624456227367785,-4.644356907675314,-4.661675374577839,-4.678410099796878,-4.6942628878879455,-4.710739610416507,-4.7616282762417645,-4.964357858151245,-4.646770832372868,-4.638047927307811,-4.637604919849644,-4.708041765394959,-4.756012802448997,-4.73495249190337,-4.778197012916772,-4.789153572832651,-4.7638966311266655,-4.801695346263781,-4.813504947937278,-4.64784882542605,-4.679755568657704,-4.7081736355560535,-4.733608827734552,-4.716672894044467,-4.741417314177237,-4.74318916838036,-4.762401622801243,-4.784614802654544,-4.805856462868824,-4.814664940768627,-4.709525623761913,-4.727689283937831,-4.712235591602222,-4.729029484334434,-4.659460817263304
APA,Apache Corporation,2017,2,23,Apache Corporation_20170223,-4.761642282378714,-4.888680379730649,-4.871727486003142,-4.57233421417521,-4.624026422522314,-4.685040694119567,-4.6036562113505015,-4.276023732650242,-4.112606604880046,-4.158176895010404,-4.199810803296898,-4.2294748671629145,-4.211761485442113,-4.2451491393982765,-4.273525140798028,-4.301822542865887,-4.31505827812934,-4.333740112565944,-4.353263693024016,-4.372986656573763,-4.387399021572687,-4.2762122920833585,-4.151510803606314,-4.138237061171773,-4.145448561498848,-4.161871417407043,-4.156984723749065,-4.173879875646767,-4.148379275294507,-4.356305092418267,-4.495940574106932,-4.6229865966733685,-4.712682832738981,-4.338037025485553,-4.410957455521778,-4.398076433161847,-4.450436928311602,-4.501370560481534,-4.5077269603170524,-4.373148669880571,-4.354188217555434,-4.243324922645914,-4.14578907371114,-4.176620327489244,-4.111906234484728,-4.140463886486213,-4.104992766445306,-4.1142525447757485,-4.132679834658972,-4.1430899079885135,-4.165158407061619,-4.1836672350060775,-4.20046718881116,-4.210953499062905,-4.229727852626255,-4.2438861592383095,-4.230885227633822,-4.235487910563541
GPS,Gap Inc.,2017,2,23,Gap Inc._20170223,-5.277350731295979,-3.936889845608308,-3.8283657888997142,-3.788567119079892,-3.771410045786319,-3.8094331353089363,-3.8600997913205917,-3.9189195921202282,-3.967749985175924,-4.012290606983907,-3.943995608761065,-3.9773077522796947,-4.0081009619544865,-4.0418898725897305,-4.069133292617181,-4.0307755526746964,-4.0023986692877385,-4.015235957853235,-4.030263408179248,-4.054658427102956,-4.077702697213644,-4.062492795177321,-3.9834775346841846,-3.995125738315173,-4.011547834180686,-4.017498662169023,-4.009593090873765,-4.01986231431524,-3.9164659941172273,-4.224084150772246,-4.370020000304942,-4.179024431814497,-4.287143938867097,-4.2457274534627585,-3.9666175887039787,-4.004223211839105,-3.9782760085508833,-3.988288091161067,-3.987470634229877,-4.025162798311143,-4.065039832828981,-4.09947711272162,-4.041581139640367,-4.073688674818897,-4.097676328171604,-3.85454153291918,-3.8544065499243128,-3.8785171793389304,-3.8887700627758885,-3.889591025606769,-3.9039265624878654,-3.923263471627239,-3.9393757460333187,-3.940338555492416,-3.9463926584456632,-3.958666694334101,-3.970834740892442,-3.987693892608593
INTU,Intuit Inc.,2017,2,23,Intuit Inc._20170223,-3.25143679705578,-3.388605600962855,-3.487388869962865,-3.5978972322616154,-3.688328489643851,-3.75212178923838,-3.8025677559639615,-3.8601459331535466,-3.898555339875169,-3.9457366118443864,-3.9880703918381126,-4.0206626024349505,-4.057692020694395,-4.08937951066221,-4.118190070767748,-4.144557887030047,-4.128840523162198,-4.155865512267034,-4.1721575317680575,-4.196123418120679,-4.208794118700489,-4.23010472710898,-4.251382695028272,-4.239875818930177,-4.257341388388746,-4.275389823982882,-4.293572389086819,-4.308018720734778,-4.304990629680597,-6.278070286255147,-5.617009457330664,-5.727808110605411,-5.8393083983010206,-5.862483709270028,-5.696506460768185,-5.384710929365209,-5.313234144414086,-5.174330723177829,-5.185818050503814,-5.1939100599876085,-5.215996310307269,-5.2530489606713395,-5.208465060798927,-5.240729287988144,-5.2700092787138315,-5.298118783647864,-5.165265898927278,-5.107982612889937,-5.02183987044038,-5.044617819876903,-5.026128170292776,-5.047405341161182,-5.060520650825421,-5.036369746821178,-5.055208776155205,-5.062948271425523,-5.079673115104168,-5.088264230963105
FL,Foot Locker Inc,2017,2,24,Foot Locker Inc_20170224,-4.721423977208497,-4.924072155752746,-5.037109603262196,-5.077694165114852,-4.953724800568303,-4.975986543129087,-4.710354066325662,-4.6526763395145885,-4.694515019275738,-4.620791814874205,-4.66128040439534,-4.6943770137499365,-4.7105641521175325,-4.7424864524930594,-4.59471553402143,-4.61354050293691,-4.6274711288097565,-4.653403947960216,-4.677693336635953,-4.696574341265218,-4.709940008847068,-4.514807847776153,-4.536036095922023,-4.5462609177684765,-4.5595540606805836,-4.4806947869608535,-4.464317843999423,-4.445190038951316,-4.4620655174826656,-4.140541383137894,-4.1098840031944,-4.116440376814516,-4.200984456328152,-4.2916074061453315,-4.345956244399491,-4.392838445448079,-4.446910407857106,-4.2803854493299625,-4.2322452091942715,-4.268418575648733,-4.282198649722857,-4.315088600497143,-4.310116549357657,-4.340008086962666,-4.356475229757884,-4.384395852686882,-4.361600357500279,-4.38723817557064,-4.407311029315673,-4.430373251020336,-4.448790319544176,-4.458165340636231,-4.458840922172982,-4.474775000580074,-4.476524914344019,-4.492691269421037,-4.5101934179200205,-4.525602496604151
PNW,Pinnacle West Capital,2017,2,24,Pinnacle West Capital_20170224,-4.851445713613974,-5.042632992743677,-5.050137951899899,-4.988413150945117,-5.04081082426441,-5.015224837003363,-4.66754054718817,-4.726419832971018,-4.720350756603652,-4.767793559288259,-4.8086524825673465,-4.6503746138176725,-4.610148920355923,-4.627393487336723,-4.6285714124273865,-4.608044449520454,-4.6354934348608605,-4.660946793003785,-4.679863305911108,-4.7036969257921495,-4.726741515946591,-4.723890892642497,-4.74094070686491,-4.761337671132533,-4.780859507123394,-4.798921549637958,-4.815742096770917,-4.828392019105612,-4.84139570213636,-5.258065083665191,-5.1141521276243225,-5.157410332730511,-5.26662116164383,-5.2071777867782965,-4.985705304030512,-5.043596068536508,-5.081441057251398,-5.039875988484205,-5.051247553415249,-5.090344447587229,-5.104450384391162,-5.141073413681683,-5.054219104955521,-4.931899740624401,-4.8714202777235736,-4.899328065875165,-4.910280445906089,-4.924955531814731,-4.93084072835729,-4.953802706384378,-4.976028452601161,-4.994106288327734,-4.945958300757382,-4.961932247362267,-4.9571223394233765,-4.966496538166458,-4.976842232600911,-4.980846935804335
AMT,American Tower Corp A,2017,2,27,American Tower Corp A_20170227,-4.553077259485304,-4.7001316306143,-4.829246992548834,-4.716929305790195,-4.801448199475502,-4.689174749694462,-4.752886663224518,-4.789917969755212,-4.819491056351251,-4.861143107081137,-4.833629780277511,-4.867865371717408,-4.877860396111992,-4.9101701166236955,-4.928322208287341,-4.888595185438156,-4.9132031223631465,-4.940160282802517,-4.9612906706040665,-4.985648065116419,-5.0058814006277474,-5.020072957212099,-5.0386686708400985,-5.041425134171086,-5.0443383385225,-5.058423363768604,-5.045475265207315,-5.062376659500451,-5.06703698614066,-6.1014775832803965,-5.302144128218607,-4.512938775816067,-4.582936192038033,-4.662189236278588,-4.713459047688371,-4.6273327099076536,-4.591445283174551,-4.594519817572556,-4.617027616991291,-4.6602917434436275,-4.666887959551113,-4.539666646387583,-4.564169282386625,-4.594540648790415,-4.6078421288290565,-4.636373428377102,-4.6185121430852565,-4.623477943965184,-4.6478417087721935,-4.64593394111126,-4.660983264104236,-4.681058865094733,-4.6940056817295535,-4.665686394445422,-4.683577882867894,-4.66264143421298,-4.6598248167864895,-4.676670148500947
ROST,Ross Stores,2017,2,28,Ross Stores_20170228,-3.8855163553502634,-4.076458378338648,-4.159808452948097,-4.265924533345442,-4.346879512415186,-4.419567159795035,-4.457431480961894,-4.5138108691741685,-4.544935460787461,-4.5806310457320825,-4.622065199758677,-4.6462488951860905,-4.5846489953232314,-4.5972450221538805,-4.591101298364787,-4.608063175676539,-4.620804760126381,-4.621649068600436,-4.627013227542098,-4.6415362216198375,-4.641181492432511,-4.640835986115612,-4.64479704776868,-4.575150381415575,-4.555957509369986,-4.522600807717295,-4.5394722435736,-4.544023122755652,-4.549252079299905,-4.698073153537083,-4.099838531891623,-4.2404357178081264,-4.349107844584433,-4.437351966277787,-4.447865825682967,-4.51141810825456,-4.5368003630196485,-4.524657387437819,-4.545022099039597,-4.575254713093108,-4.511073851687054,-4.545591113441001,-4.577876190214062,-4.609321957440215,-4.6254962740483645,-4.6424324241524415,-4.649557649511215,-4.6740302762979695,-4.686840582582148,-4.691174949832992,-4.708291089300259,-4.685828565828659,-4.649169390136984,-4.668421574774795,-4.636720395815543,-4.6509813599535565,-4.667962681016863,-4.681994457435533
nrg,NRG Energy,2017,2,28,NRG Energy_20170228,-5.679671659134848,-5.840125482067559,-5.208379227526104,-4.439289330051176,-4.526975988533112,-4.1623605024518815,-4.199005216378086,-3.9750136662772335,-3.953777782743368,-3.9370358374319,-3.9400876901761066,-3.979280381333388,-4.009703821565409,-4.028971752785061,-4.026009279848522,-4.0560225228182025,-4.0827939521238035,-4.108214993609509,-4.126570144004547,-4.076568888553222,-4.051884273887026,-4.061945921159451,-4.082189465713483,-4.102079593526708,-4.105165679124279,-4.121221680203316,-4.096581059034108,-4.108665273336947,-4.122504402233305,-3.439415749133206,-3.5817431268058897,-3.685200417112077,-3.7910813999189226,-3.880724716255226,-3.9028854709317327,-3.706832482958069,-3.765263521317297,-3.8156177640414786,-3.845948179680136,-3.8892430250556473,-3.9282906173794063,-3.896566900483038,-3.890889368776272,-3.8845382045772006,-3.881652078941489,-3.8978782895619246,-3.9083095046012617,-3.925715945360839,-3.949900095379096,-3.973159919187629,-3.994791168282832,-4.011576019182948,-4.030724975207972,-3.9861853388939066,-3.990590401883349,-4.004602866736513,-3.917926112528224,-3.930467097628641
CRM,Salesforce.com,2017,2,28,Salesforce.com_20170228,-3.8203128696662807,-3.961326757503748,-4.105131159577227,-4.215163844001142,-4.304662778417408,-4.36393435304992,-4.430525048998931,-4.487602589961944,-4.533001440009175,-4.577032809480839,-4.6190801617054955,-4.633738398581763,-4.666968742522492,-4.595632489621472,-4.623419116472026,-4.646605581589473,-4.6749206780113655,-4.7019395897020235,-4.7157418023733015,-4.738430756232869,-4.760980609675832,-4.782488660743988,-4.801408527848522,-4.805450640633865,-4.642099315879696,-4.654138560944543,-4.656735911030694,-4.672551965700745,-4.683218092024835,-8.113557606346465,-6.5107445196506895,-6.603079520272305,-5.4180665327907125,-5.298737814712677,-5.079202620489184,-5.018762242617408,-5.076730474181477,-5.121658979479017,-5.126154094523471,-5.15538739760541,-5.164760970781087,-5.1802773030732965,-5.161073264095227,-5.193329958643125,-4.969875648187969,-4.955952041126701,-4.977441455919355,-4.99250151454162,-5.016121211303832,-5.000907944103618,-4.914936167906745,-4.898822171357936,-4.9187443336374415,-4.934547597699051,-4.941822084350066,-4.941249889026503,-4.918116644880988,-4.932086368382213
NKTR,Nektar Therapeutics,2017,3,1,Nektar Therapeutics_20170301,-2.610743573018163,-2.643091517793696,-2.739968685355737,-2.8079463963934304,-2.8807087460186427,-2.9405594814141947,-3.0072062142212843,-3.0239931239770867,-3.0766474900633485,-3.1174807137725407,-3.1402238846709083,-2.144612858025964,-2.1724261899987383,-2.206840663071536,-2.2302034893997025,-2.255506326145817,-2.283999366434317,-2.310551701212514,-2.334575481304201,-2.345051230132988,-2.3670821980440526,-2.377637229688044,-2.3956050322027918,-2.3995167578759364,-2.4176977883816804,-2.426480476380737,-2.4225021477922497,-2.439566225442612,-2.4543335035873195,-3.44447821559497,-3.5006051566167953,-3.643992178955157,-3.7321826671171032,-3.7183678683165313,-3.7852840136157,-3.5852827036593347,-3.5857123366235206,-3.629203771252065,-3.6765802327155535,-3.67120226566332,-3.6020589555362865,-3.6388585107325695,-3.653137360436694,-3.5991767819032776,-3.5728091586413417,-3.583720153259084,-3.557443239684876,-3.562463706128694,-3.502030317915588,-3.5241754552281677,-3.539786117554195,-3.5509034579180554,-3.570847881949272,-3.5894014876478817,-3.5962175804773038,-3.6013604262259062,-3.6142057727486234,-3.5759571178566243
ADSK,Autodesk Inc.,2017,3,2,Autodesk Inc._20170302,-5.993328036931202,-4.917415810565828,-4.052606919967461,-4.042097281545409,-3.942476513909037,-4.005281730948508,-4.059753385458177,-3.9665079073462732,-3.964112949920176,-4.00812724720774,-4.051051511977535,-3.986664530196408,-4.0020621350824,-4.014671078384134,-4.036843397259718,-4.054660901609783,-4.0830378737668935,-4.097065698265247,-4.122689065096616,-4.146652503476586,-4.156679577450727,-4.177298915989281,-4.177694825982176,-4.192598587729721,-4.203909152127786,-4.212330430242189,-4.228902899996825,-4.245238864273844,-4.2573800477429575,-3.753159405780775,-3.9487761582841854,-4.092597086949362,-4.200981767114615,-4.216950983648987,-4.285228038317804,-4.3164401603711955,-4.371083685944983,-4.403694597563331,-4.450056375966343,-4.475977233477542,-4.465687483177749,-4.4901033465290405,-4.394925043246663,-4.3724078586463815,-4.310820263908212,-4.297797202244799,-4.297257295528,-4.318723514790795,-4.342383208045299,-4.347318135266712,-4.368770653399476,-4.357767724750172,-4.375389937869467,-4.394351516808778,-4.410181778076819,-4.3910639405171565,-4.40858321067359,-4.414390657499308
KR,Kroger Co.,2017,3,2,Kroger Co._20170302,-4.376657131520589,-4.573957413935797,-4.214737895085398,-4.298327533824538,-4.329779740421523,-4.393574124771344,-4.4227970710532345,-4.419794467527363,-4.3123892496407485,-4.32346725546507,-4.34854855033483,-4.38312067609529,-4.413438932618186,-4.40307119428934,-4.434129193063856,-4.4629939201413,-4.480955621683024,-4.472961003463719,-4.497403107890426,-4.493476459989224,-4.516453279674549,-4.514261775071188,-4.513278743339934,-4.521386994177751,-4.512854515023626,-4.509960529959258,-4.472262789125738,-4.473939051919877,-4.488253589743419,-4.546344877155524,-4.106384090843581,-4.073743972578269,-4.185294929926312,-4.128138015376749,-4.1326173427420825,-4.174105258764014,-4.148498055403509,-4.139551689923359,-4.186928293788421,-4.2300727824310185,-4.268567654364948,-4.219108988471302,-4.248263828844661,-4.241150199972313,-4.264680920652726,-4.293163621856912,-4.251433686748259,-4.255470628022606,-4.259338887749572,-4.2731507518317215,-4.284918263449118,-4.29526481923125,-4.314003823978545,-4.332782140473525,-4.328270761649003,-4.345585434591852,-4.336068657811637,-4.350845285233395
ULTA,Ulta Beauty,2017,3,9,Ulta Beauty_20170309,-3.805502697912407,-3.7802195287318017,-3.916089328466174,-3.9534046479859137,-4.044511592242728,-4.037487462486382,-4.017098995364556,-4.073905264523938,-4.105599534745383,-4.152760147735886,-4.186615221589765,-4.216916038752497,-4.253909454794475,-4.284679190232648,-4.314480163577613,-4.314103735401671,-4.340818867911445,-4.367565211329377,-4.377361745875078,-4.399697992273701,-4.418518817667648,-4.4401791939663084,-4.440061791175736,-4.456233393851523,-4.47582254917579,-4.493829792710407,-4.487379366381368,-4.503344119192018,-4.519705420018682,-3.8840289933907823,-4.05449721922137,-4.185497190124942,-4.245562826253236,-4.3283817645892,-4.369529251359503,-4.4342672953961015,-4.476157336064602,-4.4933314717671164,-4.540952259743515,-4.560403782127083,-4.558908850988692,-4.5816861938606115,-4.598595811800354,-4.592124023096815,-4.603904116071381,-4.591789725231812,-4.618783337882394,-4.644320263121481,-4.666770812116079,-4.6872561561368,-4.7049199754894016,-4.7227367397585045,-4.713381972050509,-4.720541501067928,-4.732586951275044,-4.746757070858954,-4.76403984503907,-4.751923506125479
ADBE,Adobe Systems Inc,2017,3,16,Adobe Systems Inc_20170316,-3.825870597636768,-3.8332538714005375,-3.976471560142168,-4.085914233923463,-4.176847370035315,-4.251259646353248,-4.314437382144962,-4.3732534321470835,-4.413814271265496,-4.460419792107334,-4.474625863066327,-4.514072220821711,-4.540828274140213,-4.57372942262928,-4.602119199717071,-4.626768277989635,-4.647244691507356,-4.657223432773389,-4.674428102359236,-4.693139248147707,-4.711380012805361,-4.733557365779219,-4.743711905078394,-4.76277655137363,-4.767831788381126,-4.786271388932335,-4.786211658454868,-4.803214983526312,-4.820141199307158,-5.464043483856689,-5.502100659173277,-5.368031724882352,-5.461991837447936,-5.351052940303275,-5.371066546627302,-5.432126852551671,-5.488229405419495,-5.451707309875618,-5.1072232841340535,-5.1037984390945335,-5.098215849555517,-5.130510854380206,-5.1163616603624975,-5.141801395386006,-5.1698207070096815,-5.177217123096538,-5.204217155436623,-5.1759797759072965,-5.195725564943147,-5.200394085442837,-5.22100857748704,-5.242043620332018,-5.2179508550888025,-5.235108893335425,-5.2071679767917365,-5.098455853894984,-5.10670350968744,-5.1201999740146205
NKE,Nike,2017,3,21,Nike_20170321,-3.022112072953794,-3.124855077868843,-3.268637894090844,-3.3515292079059553,-3.440811163070326,-3.5134926952800174,-3.5801783536929657,-3.638898451902335,-3.689820408246863,-3.736407799925502,-3.7758263157418863,-3.8149998210489766,-3.8520526770647554,-3.8853324776219784,-3.9006455652132863,-3.9307579625349702,-3.9344007822482414,-3.961391584137436,-3.9864619109870905,-4.001996337475658,-4.020268323514915,-4.040640212570326,-4.061783294562717,-4.0813667695545774,-4.097210637354867,-4.11606427067483,-4.131820805227886,-4.1486691220763285,-4.161205219144644,-5.136829255953707,-4.982616284783698,-5.124968981689343,-5.1778770078780925,-5.249498005371164,-5.258394942627117,-5.182799219822637,-5.191964532275593,-5.15044457188858,-5.192187476127028,-4.813778387833427,-4.853450345986002,-4.805230685733597,-4.779746538604146,-4.803829585728889,-4.812667084495646,-4.742393559664755,-4.6995871671368565,-4.699534490812174,-4.712641026884904,-4.716629966921375,-4.738182736387805,-4.753845780973039,-4.769159305832658,-4.735035064312651,-4.630857117328252,-4.597854940014403,-4.613024412441299,-4.626406658809373
RHI.F,Red Hat Inc.,2017,3,27,Red Hat Inc._20170327,-3.804261655130868,-3.6678979996512497,-3.71687153502632,-3.8275075614515752,-3.8219843160068017,-3.8357899259177546,-3.8722963654522817,-3.9303384107464656,-3.983011487027013,-4.028585008050878,-4.0678997191757515,-4.1047158651060665,-4.1374750660661785,-4.167986152301885,-4.199678715174817,-4.2299200818532485,-4.241361478143535,-4.251791493311553,-4.266354570327531,-4.28928715508448,-4.31092627991935,-4.329359870302803,-4.3206603740781695,-4.3309731404994025,-4.35048426538108,-4.33842037753063,-4.34521674405333,-4.356408106277454,-4.3729787917233836,-4.828751155613023,-3.975302219589732,-4.117602630929358,-4.225196470011117,-4.30532803101415,-4.376653058140731,-4.443401533950442,-4.502175164175363,-4.528997169053897,-4.56489535985029,-4.594408702236423,-4.63315645898692,-4.669740481722019,-4.704015717269782,-4.613276572127542,-4.632650718488884,-4.65874422187246,-4.684303871181752,-4.6148499041008115,-4.628888732018327,-4.622840204484273,-4.600477798758614,-4.600559597344644,-4.619681659922736,-4.599693346658474,-4.599810769328926,-4.608739197762768,-4.613777953869135,-4.630650827336964
WBA,Walgreens Boots Alliance,2017,4,5,Walgreens Boots Alliance_20170405,-6.8271652370535625,-5.99596739261882,-5.946861849771879,-5.7026868802686925,-5.660362498047238,-5.598977281171168,-5.474329604861839,-5.436716650275667,-5.441365695420545,-5.433681043358413,-5.477110075006559,-5.129617626720774,-5.147300050562954,-5.1627604355206245,-5.181617498177789,-5.189592717515674,-5.1161102744659495,-5.1350341917857145,-5.1606742655482245,-5.168683252164877,-5.184392334284324,-5.206019187717468,-5.197055760002115,-5.208868836864255,-5.21252879813586,-5.214142679402675,-5.228284309108627,-4.802311443747462,-4.815611977825072,-6.160792131444193,-6.362123554437003,-6.33005669133321,-6.0719999147172246,-5.8624685225842255,-5.480337020520391,-5.545432595918396,-5.6042757421133205,-5.649170561914826,-5.171220948514502,-5.0427589069447984,-5.049039855258653,-5.0844909458345615,-5.072780278491798,-5.1050259521429036,-5.131964771284344,-5.133360759413342,-5.150666315593054,-5.130808133224963,-5.147692572228014,-5.168833484362684,-5.14997971630419,-5.169225999546599,-5.163424405298096,-5.148427314846725,-5.164324429043795,-5.13703736139827,-5.107102778317087,-5.124044581015258
UNH,United Health Group Inc.,2017,4,18,United Health Group Inc._20170418,-5.337558615523161,-5.039004686515853,-5.1737220445128065,-5.228151465145889,-5.265147429323885,-5.296668894353223,-5.331766678093162,-5.3052922784974506,-5.279272357787506,-5.110332617132332,-5.108336969964777,-5.143789863584758,-5.1803804258371935,-5.1306249861651985,-5.162058830473431,-5.188146824408699,-5.129235010473429,-5.150830738029011,-4.92770363029908,-4.94293182904009,-4.871975877936043,-4.881653274349164,-4.859623153090324,-4.8793235828601595,-4.898837440000124,-4.8688144768824655,-4.879060072012222,-4.882217549592387,-4.873056199811255,-4.762883939096574,-4.876235153567332,-5.019250332672023,-5.058442443283206,-5.134794021194153,-5.203327526536218,-5.2685891430229805,-5.269420151311562,-5.2000381562159435,-5.162784036052241,-5.126182858034018,-4.999809498416538,-5.0262881341186905,-5.051087661508014,-5.0780313193515285,-5.022113923997583,-5.040212620213611,-5.065571614780281,-5.034509078134451,-5.018858329610888,-5.040692228933801,-4.9275377275398204,-4.933321846543659,-4.952074916503273,-4.916057424871771,-4.934728760939983,-4.95209769344963,-4.967836326954747,-4.981421250869249
