ticker,name,year,month,day,text_file_name,future_Single_1,future_Single_2,future_Single_3,future_Single_4,future_Single_5,future_Single_6,future_Single_7,future_Single_8,future_Single_9,future_Single_10,future_Single_11,future_Single_12,future_Single_13,future_Single_14,future_Single_15,future_Single_16,future_Single_17,future_Single_18,future_Single_19,future_Single_20,future_Single_21,future_Single_22,future_Single_23,future_Single_24,future_Single_25,future_Single_26,future_Single_27,future_Single_28,future_Single_29,future_Single_30
PEP,PepsiCo Inc.,2017,2,15,PepsiCo Inc._20170215,-4.340995535,-8.190493867999999,-4.492896088999999,-7.690119358,-6.735284789,-5.934201602000001,-5.278761131,-4.589474752,-6.970053247999999,-5.665638813999999,-5.499990164,-4.778131644,-5.868287682999999,-8.607278739,-5.967025118,-5.253667584,-6.411639846,-7.3544445320000005,-4.123494971,-8.216803153999999,-6.097076583,-6.140156609,-5.188923629,-6.102695719,-6.145761778,-5.7953368229999995,-5.9575139120000005,-5.195036488,-8.634256405,-6.108583395
NTAP,NetApp,2017,2,15,NetApp_20170215,-3.173183093,-4.644349537,-4.742932595,-5.416584215,-5.133369036,-8.316441669,-4.851776305,-4.299952006,-3.568110677,-4.049115747,-4.3600171780000005,-5.226240158,-6.159223432,-4.426620597,-5.51320603,-5.509164719,-5.573832171,-6.95650421,-5.399039682000001,-7.654700866000001,-5.708464352999999,-5.946437295,-3.697251941,-6.37062467,-6.238854559,-7.623143268,-7.622654146,-5.0974311530000005,-4.53820403,-4.899019569
CSCO,Cisco Systems,2017,2,15,Cisco Systems_20170215,-3.7394970410000004,-5.480695327,-4.460279213,-6.749010929,-6.524599695,-4.800497755,-6.3492905770000005,-6.059691907,-4.878725439,-6.534940879,-5.840361933,-5.837492115,-8.137642325,-5.247058566000001,-6.522713192,-5.189154065,-5.3665579160000005,-7.441542589,-5.650123096000001,-8.138470318,0.0,-6.528909106,-4.45086906,-5.03695416,-5.495391232999999,-5.645457959,-5.936702507000001,-7.0325298929999995,-4.799880269,0.0
KHC,Kraft Heinz Co,2017,2,15,Kraft Heinz Co_20170215,-3.17295781,-2.231607361,-3.994479759,-4.140400731000001,-5.403919996,-6.498127921,-3.629241506,-4.6119175519999995,-5.163793801000001,-6.412729064,-6.02804462,-5.5951618839999995,-5.534235069,-6.811046856,-4.971825573,-8.428754369,-5.625135756000001,-6.633090982000001,-4.760011054,-4.592593782,-4.765860531,-5.489219971,-5.302230309,-5.462250911,-5.797841458,-5.630531845,-5.362308363,-6.346139923,-7.041257507,-5.457824411
HLT,Hilton Worldwide Holdings Inc,2017,2,15,Hilton Worldwide Holdings Inc_20170215,-5.599459646000001,-4.382687987,-4.802999498999999,-5.832726645,-4.504150215,-4.6088551419999995,-5.48375448,-4.259247684,-4.739713609,-4.810282857,-4.930879741,-4.877114233,-4.448940014,-5.643505022,-4.829030254,-4.468783536,-4.004325766,-5.566102497999999,-4.198943923,-6.876511773,-5.3019438260000005,-4.926554863,-4.262504002,-4.027646589,-4.53330093,-8.671840852999999,-4.842281386,-4.256301629,-6.88554432,-5.903553874
SNPS,Synopsys Inc.,2017,2,15,Synopsys Inc._20170215,-2.711981541,-6.154989506000001,-5.010774561,-5.53536823,-7.485188127000001,-4.440131442,-5.886914096,-4.4787220660000004,-4.492007244,-4.072983184,-8.175011608,-5.536072341000001,-5.367809612,-5.573151782,-7.486450259,-5.0891327980000005,-5.6213970170000005,-3.992740705,-4.932634264,-4.925400673,-5.226885154,-5.232241012,-4.364292123,-5.0337025660000005,-6.160775115,-6.925038092,-5.825442454,-4.778565663999999,-5.513981595,-7.498985264
DLR,Digital Realty Trust Inc,2017,2,16,Digital Realty Trust Inc_20170216,-4.626135452,-5.207939801,-4.631482001,-3.885385323,-3.968680866,-6.1946560239999995,-5.620122322,-7.900804645,-5.068162675,-4.706636082,-5.147194999,-6.193488502,-3.5459001000000003,-5.564339949,-7.170151998,-6.295196359,-4.910712022,-3.882206497,-4.55399048,-5.292602412,-4.808015126,-5.951102443,-4.482173484,-5.959804137999999,-4.504593573999999,-4.703780951000001,-4.989483900000001,-4.0136370910000005,-7.316567864,-4.709435934
RSG,Republic Services Inc,2017,2,16,Republic Services Inc_20170216,-3.547753267,-4.861835319,-4.890976118999999,-6.329295098999999,-5.634252047,-5.032881542,-5.732507207,-5.512621785,-7.637146065,-5.644988314,-6.653020024,-6.023113629,-7.635079257,-5.789628551,-4.886986225,-5.6535914410000006,-6.2632691860000005,-4.339523294,-4.616050716,-5.315275125,-6.046099383,-4.592928835,-5.908452249,-6.259417785,-6.1034255889999995,-5.076587421,-5.2681759139999995,-6.436486842000001,-4.325593217,-8.746222016
WM,Waste Management Inc.,2017,2,16,Waste Management Inc._20170216,-4.0261944519999995,-5.277168381,-5.9485961970000005,-6.593154895,-5.716424241,-6.700494241,-6.819280318,-7.290294328,-6.703406985,-5.092777836000001,-6.002872455,-5.46173437,-6.7459221739999995,-6.48674325,-4.63750452,-6.592945697999999,-6.412074269,-4.513341721000001,-4.701553508,-5.135889038,-5.141753628,-4.819600601,-6.323847086000001,-6.6934464270000005,-5.711512507999999,-5.102063556,-5.05154428,-5.942197179,-4.527211735,-8.894247264
aee,Ameren Corp,2017,2,16,Ameren Corp_20170216,-4.813134165,-4.63117918,-6.512556732999999,-6.291022317,-4.663650983,-5.237590903,-4.910639661,-6.660973648,-5.024622348,-5.47919002,0.0,-6.664623845,-4.360732805,0.0,-5.543706036000001,-5.190905809,-5.76446986,-4.250724376,-4.82449209,-4.3521156130000005,-5.029869777,-4.224810743,-4.614041905,-8.631570137999999,-5.992335282999999,-5.994829993,-4.327352363999999,-5.727740356,-4.830659605,-6.304350885
CPB,Campbell Soup,2017,2,17,Campbell Soup_20170217,-4.823712223,-5.590808635,-6.287661637999999,-7.07415043,-6.045474108,-5.044615284,-6.049526007000001,-5.164634147,-5.3294093160000005,-5.472925649,-5.69189106,-4.923018222,-5.066018766,-5.910644924,-6.046917103999999,-6.380960926,-4.968284184,-4.718518125,-5.068935717,-5.690371896,-3.4304332769999997,-5.759465719,-4.412535365,-5.886068979,-7.046591495,-6.091741653,-7.049466432000001,-4.829530877,-6.085175072999999,-5.09706038
PWR,Quanta Services Inc.,2017,2,21,Quanta Services Inc._20170221,-3.8605978160000003,-4.282530771,-4.092735504,-4.625504997,-3.851725149,-3.692096903,-3.958855235,-4.27879911,-4.632872273,-5.595011132000001,-6.844037096,-3.8854359689999995,-4.130953756,-4.640922585,-4.44985637,-4.484613251,-5.400270932000001,-5.137929598,-5.450522404,-3.439660915,-4.497298292,-5.712345362000001,-4.799366903,-5.484206603,-4.276104069,-5.023885156,-4.519604093,-8.219058627999999,-4.0759227430000005,-5.63698347
GPC,Genuine Parts,2017,2,21,Genuine Parts_20170221,-4.062796126,-4.574309949,-4.330737595,-7.226229572,-5.32123132,-4.712154999,-4.926951478,-4.405996483,-5.204633285,-4.960709196,-5.718309651,-6.143553785,-5.879078517000001,-4.607443702,-7.070478932,-6.846589702999999,-5.714043039,-5.008217219,-5.114970334,-4.517239297,-6.30770128,-8.448482147,-5.031726078,-7.056782522000001,-5.608847919,-5.377638322999999,-5.637728564,-7.184570484,-3.798677828,-5.6747542179999995
ECL,Ecolab Inc.,2017,2,21,Ecolab Inc._20170221,-4.893086614,-5.891833584,-3.802277873,-4.32548421,-6.8591486370000005,-4.178176618,-5.083678988,-6.661537145,-6.490996448,-5.907676624,-6.340175277999999,-5.035029638999999,-5.3976181389999995,-5.476220444,-4.740298243,-4.292972086,-6.5460559720000004,-5.354494948,-6.104533107000001,-4.901931352,-8.041085864,-7.63567992,-5.871544502999999,-6.0918542989999995,-5.095590054,-7.235054067,-5.406377814,0.0,-5.4472118179999995,-5.0337699680000005
HSIC,Henry Schein,2017,2,21,Henry Schein_20170221,-6.147564383,-5.479727782,-4.6707982669999994,-9.761535928999999,-4.473316696,-5.965928921000001,-5.177948898,-5.758004334,-5.545455184,-6.973675308,-6.913986454,-8.136767604,-4.934297882,-8.144229889,-5.17922713,-4.757864065,-4.71341951,-7.668401089,-6.975721163999999,-5.638369878,-5.091699852,-6.0881959420000005,-6.705012956,-9.748309886,-6.915154933999999,-6.751642884,-7.954446047,-5.291484438,-5.219018783,-6.599801221
HD,Home Depot,2017,2,21,Home Depot_20170221,-6.4466169739999994,-5.594678535,-4.759631841,-5.414117384,-5.9204290010000005,-4.405173346000001,-4.7492259080000006,-6.962979576,-5.381641437000001,-6.499249647,-5.089069533,-6.193699053,-6.457431579,-5.534142618,-6.302725154,-5.227262719,-5.24530393,-5.14140798,-4.420180338,-4.821902228,-5.2754381210000005,-5.454926476,-6.27011626,-5.169590638,-6.098182541,-6.8243209479999996,-7.398688642000001,-7.110303172999999,-6.549831341,-6.26087415
DISH,Dish Network,2017,2,22,Dish Network_20170222,-4.8469117619999995,-4.587715479,-8.740762952,-4.770526998,-8.732472432,-3.969967665,-5.129568229,-7.109567876,-3.095789773,-8.76422113,-4.892689029,-3.7727615389999998,-6.787204896,-4.860781874,-4.5201883689999995,-6.67106023,-4.592908782,-4.379837702,-3.970131317,-5.639174916,-5.591151215,-6.332466407999999,-5.841791034,-4.417554611,-6.801073951,-5.703628117999999,-5.3841755120000006,-5.018378284,-5.035843707,-4.64502021
HPQ,HP Inc.,2017,2,22,HP Inc._20170222,-2.448538256,-5.863673229,0.0,-4.143724646,-4.241064452,-4.073021375,-6.358391999,-5.338503598,-6.357279915,-5.8446631479999995,-6.070692617000001,-6.360985488,-5.158429759,-6.7736331739999995,-5.163071911,-5.391954485,-5.278696817,0.0,-3.757220272,-5.367733606,-6.758655768,-6.757494305,-6.353364303999999,-5.6583705360000005,0.0,-3.790005073,-4.3404150999999995,-4.121577298,-4.907588473000001,-6.381197834
NCLH,Norwegian Cruise Line,2017,2,22,Norwegian Cruise Line_20170222,-3.985119502,-4.341047037,-4.2001050069999994,-6.586570035,-4.97575241,-6.592069926000001,-4.070696685,-4.964036186,-4.986020627,-6.202917369,-4.818673092,-3.74490699,-5.447906651,-4.959730086,-4.729546994,-7.851832821,-6.060494103,-5.498519635,-3.838475675,-3.9424809539999996,-5.897354464,-4.396013948999999,-4.5377616530000005,-5.205187757,-4.75867441,-4.896657987,-4.609860874,-4.542701887,-4.759785137,-7.819211532000001
GRMN,Garmin Ltd.,2017,2,22,Garmin Ltd._20170222,-3.381992317,-4.285710445,-4.838374335,-3.9629009889999995,-4.2584231919999995,-4.435803056,-5.555312047999999,-5.369141504,-5.332902312,-4.675727418999999,-6.071351735,-4.869644457,-5.848350701,-4.792352027,-4.674019452,-4.7258439139999995,0.0,-5.195989451,-3.841447197,-5.11314019,-5.245271145,-4.908764442,-5.04246016,-5.354409006,-6.927741048,-5.971282037999999,-7.845598807000001,-4.073249064,-5.303058573,-5.683842735
JWN,Nordstrom,2017,2,23,Nordstrom_20170223,-2.858565545,-3.4118867230000003,-3.914337695,-3.7846173480000003,-3.771112313,-5.046604138,-3.998750088,-3.4324534030000002,-3.67154631,-4.543956804,-5.313444919,-3.95686898,-5.489775855,-4.358995553,-7.298034822999999,-4.732822898999999,-3.489705577,-4.012747935,-5.630270593,-4.786553917,-4.8071402889999995,-4.409846546,-3.635237305,-2.924445875,-4.461761828999999,-5.958619657000001,-6.248870054,-2.899011676,-4.516353893,-3.5245157369999998
IRM,Iron Mountain Incorporated,2017,2,23,Iron Mountain Incorporated_20170223,-6.828173913,-4.994489863,-4.805397226,-5.633436559,-5.804063879,-8.199157148,-5.020578805,-4.69551973,-3.5481059580000003,-3.9639749560000004,-5.495361855,-4.6566424689999995,-6.52232911,-4.160040256,-6.066493779,-4.256329394,-5.217766696,-4.6910681830000005,-4.297436612,-6.774654848,-4.665717288,-5.444744721,-4.197215957,-4.79607944,0.0,-4.839380892,-4.653135407,-5.034373386,-5.390789596,-4.5752807639999995
KSS,Kohl's Corp.,2017,2,23,Kohl's Corp._20170223,-2.9790068869999997,-3.984106892,-3.6224089310000003,-4.198606814,-5.634359194,-3.976493567,-3.3791379860000004,-5.8811333139999995,-3.676557351,-4.016253417,-4.069024756,-4.131101874,-6.902952005,-5.725327522000001,-3.9432056560000004,0.0,-3.043535098,-3.735592408,-6.036008961,-5.144531142,-5.9272641020000005,-5.518993407999999,-3.7424739139999996,-3.095480205,-5.120730458,-4.177606245,-4.0996432369999996,-3.288962635,-5.344138773,-2.8922335919999997
HRL,Hormel Foods Corp.,2017,2,23,Hormel Foods Corp._20170223,-4.025644083,-8.150206234,-4.056112496,-7.474348076,-6.222152402000001,-5.332958703,-4.56010876,-5.452409492,-5.16051422,-5.847865134,-4.196343082,-5.597615237,-4.98079587,-3.861456089,-4.388510812,-6.2144743270000005,-7.059750395,-4.308939972,-5.101042711,-7.052868641,-5.156777153999999,-4.53577253,-5.191439416000001,-4.963457629,-4.537531188,-4.400024412,-5.664945753,-5.661576873,-6.197002449,-6.065438639
APA,Apache Corporation,2017,2,23,Apache Corporation_20170223,-4.813901738999999,-4.711978775,-5.047771783,-4.984174454,-3.939792115,-5.721689466,-6.255564527000001,-4.049206644,-3.311362008,-3.701306435,-4.8408518130000004,-6.5758136810000005,-5.687154281000001,-4.219711809,-8.53824912,-5.899506411,-5.174000862,-4.392488102,-5.345107089,-4.721256212,-5.810906156000001,-4.5707316669999996,-3.500940248,-3.2631882510000003,-3.8875083839999998,-4.309642497,-4.98931368,-4.095137712,-5.609804755,-3.714339873
GPS,Gap Inc.,2017,2,23,Gap Inc._20170223,-3.491510789,-3.899948853,-4.194416855,-3.925003783,-3.414853753,-4.045044721,-4.410366537,-4.754820582,-6.18123862,-5.490179472,-5.149552475,-3.503951965,-4.99128831,-4.937433495,-5.986006326,-4.947104525,-3.62849763,-3.601586082,-4.51394798,-4.608203032,-6.655021467999999,-7.752271046000001,-3.8407356989999997,-3.230720393,-4.5169480680000005,-5.029231372,-4.2303548310000005,-3.819827068,-4.381592991000001,-2.991378978
INTU,Intuit Inc.,2017,2,23,Intuit Inc._20170223,-2.804064688,-4.082000032,-5.726714336000001,-4.926150132,-5.270861514,-4.58280354,-5.889658592000001,-5.193739653,-6.440907900000001,-5.007430151,-6.541077401,-9.433240123,-5.274179332,-5.844404065,-5.9651198789999995,-5.667087342,-5.473542242000001,-3.961018091,-7.455475621000001,-4.674557186,-6.09680342,-4.546121597,-5.573025369,-6.890922647999999,-3.9543092389999996,-5.744627802,-6.468276792,-6.7213476210000005,-5.40780023,-4.28540114
FL,Foot Locker Inc,2017,2,24,Foot Locker Inc_20170224,-4.317609929,-5.409634271,-5.465813009,-4.824891555,-7.8455055279999995,-4.954349367,-5.502396772999999,-3.895265372,-4.595629369,-5.010341717,-4.323865975,-6.537475607,-5.296414676,-5.154844749,-6.368234642000001,-3.801658981,-4.93863412,-4.774685391,-7.79475373,-5.597846693999999,-5.845461869,-5.3665351789999995,-3.4814450669999997,-8.234906803,-4.902240064,-5.0914130019999995,-3.6669466560000004,-4.059741853,-4.179302415,-7.7864635589999995
PNW,Pinnacle West Capital,2017,2,24,Pinnacle West Capital_20170224,-5.746951009,-4.3867066569999995,-5.969616812000001,-4.494988057,-5.660566077,-7.078718201,-5.285834811,-3.943276252,-7.053224383,-4.693967083,-7.061468095,-6.012196347000001,-3.862932725,-4.377260833,-4.799055708,-4.778250368999999,-4.264723044,-7.93389357,-7.08579619,-5.060774601,-8.344343235,-7.2459686560000005,-4.818858908,-5.852208126,-6.724869352000001,-6.463672657,-5.894663114,-5.700637763,-5.207604505,-5.950679931
AMT,American Tower Corp A,2017,2,27,American Tower Corp A_20170227,-4.358833823,-4.794374438999999,-4.765220015,-4.894118225,-4.791560585,-9.347082535,-4.363885221,-6.156673973999999,-5.2720977,-5.118178325,-6.165573312,-4.505258678,-6.407986229,-4.829079212,-8.260282541,-5.027842121,-4.308892556,-5.219584084,-5.772922922,-5.15288547,-5.75515725,-5.221500723,-6.836348401,-5.257091421,-5.741837537,-5.688589652999999,-7.096381277000001,-4.522786356,-6.575504311,-4.820102649
ROST,Ross Stores,2017,2,28,Ross Stores_20170228,-3.651388039,-4.191778845,-4.517835093,-5.3144242219999995,-4.8455555839999995,-15.95280701,-7.013881617000001,-5.370690692999999,-8.808988037999999,-5.312617223999999,-5.555901122000001,-5.682426382999999,-5.288095638,-4.040387858,-4.5676545289999995,-4.730905166,-4.739684995,-5.2359669680000005,-4.439912471,-5.0235530189999995,-5.424045562000001,-4.7883660930000005,-4.499948389,-4.558720285,-3.7584545780000003,-4.031329511,-4.2190156519999995,-5.171877441,-5.03614198,-5.042658117
nrg,NRG Energy,2017,2,28,NRG Energy_20170228,-4.044866068,-4.539130506,-4.144320239,-5.66413108,-4.2012462,-5.498319966,-3.214225805,0.0,-3.5174307860000003,-3.9918850310000003,-3.6323078680000003,-3.7038867439999996,-4.656203028999999,-4.203021444,-5.3164446089999995,-4.373299661,-4.931144375,-6.8102211310000005,-6.810934132000001,-5.55953606,-3.374506695,-3.9517968860000003,-4.019386781000001,-6.435257475,-4.827227815,-4.598836297,-4.4886271110000004,-3.880762018,-4.30460245,-5.9274795529999995
CRM,Salesforce.com,2017,2,28,Salesforce.com_20170228,-3.498599837,-4.297524576,-5.213371235,-5.682368632,-5.16781828,-5.091819476,-6.034022147000001,-5.891869784,-6.727566763,-6.728763488999999,-7.931564999,-7.643650807999999,-5.138440331,-6.45944393,-4.117531618,-5.509896562000001,-5.4269042789999995,-6.808749876,0.0,-5.036832387,-5.835550358,-6.1261393879999995,-7.072789669,-6.127473781,-4.826002473,-3.555591217,-5.525463667,-4.920682627,-6.40144759,-5.401261097000001
NKTR,Nektar Therapeutics,2017,3,1,Nektar Therapeutics_20170301,-1.9891050959999999,-4.5910738019999995,-4.0308303,-4.78610285,-2.677661605,-5.249653133,-6.641159262,-3.780287565,-3.9569988869999997,-3.971592458,-6.2589528329999995,-4.314945021000001,-0.8522562779999999,-4.3689932460000005,-3.025016763,-4.152354958,-5.322117148999999,-3.150776369,-3.74971584,-4.484464539,-3.237645156,-4.660435986,-3.26108392,-4.677273685,-2.860413061,-6.2672253410000005,-3.118995796,-2.524982676,-6.82977085,-4.122820244
ADSK,Autodesk Inc.,2017,3,2,Autodesk Inc._20170302,-3.776432348,-3.579309556,-4.557376395,-4.07826923,-4.672830388,-3.8023954680000003,-5.0178611580000005,-4.710801489,-3.541018427,-3.9690494569999997,-5.136140248,-6.759502535,-3.472244409,-4.467344815,-4.351752913,-4.686457336,-4.420691618999999,-7.954412992000001,-4.520735816,-6.98469345,-6.35517113,-4.382834811,-5.268203993999999,-4.098475921,-5.0602061460000005,-4.760152153,-4.579436532,-5.55906621,-5.448496456,-4.792410531
KR,Kroger Co.,2017,3,2,Kroger Co._20170302,-3.384061048,-4.735863537,-3.9597894910000004,-5.021432824,-5.139243821,-7.966159842000001,-5.401331901,-7.961901075,-5.323003612,-4.0957370289999995,-4.847951417,-4.407742235,-4.720894584,-6.871483785,-4.5698809439999994,-5.208807353,-5.1426860969999995,-5.572133117000001,-4.572639695,-5.345058371,-4.612057282,-5.792021022,-4.618869178,-4.358400173,-4.987366188999999,-4.4345595410000005,-4.505173847,-3.885542137,-4.62463482,-5.603810747000001
ULTA,Ulta Beauty,2017,3,9,Ulta Beauty_20170309,-3.074629153,-6.37082913,-5.233901653,-4.778355448,-5.283765712,-4.744831304,-4.534364944,-4.16657935,-4.956248217,-4.933411242,-6.810328143,-5.310946679,-4.634668421000001,-6.207058093,-4.914589043,-6.927247124,-4.490141286,-6.41856081,-8.166277616,-4.443717692,-6.428896155,-4.91357094,-8.471504018,-4.60395161,-5.552883557,-6.357623028,-6.817139889,-4.421178387,-5.9475966389999995,-5.891622643
ADBE,Adobe Systems Inc,2017,3,16,Adobe Systems Inc_20170316,-3.267869543,-5.200934245,-4.623629527,-4.697845851,-5.253457074,-5.029499526,-5.447515191,-5.674956487,-4.973940933,-8.370897053,-5.5184481970000006,-5.484704304,-5.66289007,-6.76500272,-6.213782709,-7.527842995,-7.682676745,-6.429380269,-5.429282576,-5.971410924,-4.922072756,-6.582211915,-5.757661011000001,-4.686906324,-7.180922347,-4.564351788,-5.400337165,-5.250684115,-5.416381969,-5.914851786
NKE,Nike,2017,3,21,Nike_20170321,-2.652073476,-3.615939838,-4.0240907219999995,-4.8757377360000005,-4.395168104,-6.849799363,-4.483710171999999,-5.19727506,-5.792478716000001,-4.67137093,-6.821628901,-5.839602137000001,-7.5163280210000005,-5.570024044,-7.917562827,-4.436668732,-5.487345825,-4.1188566380000005,-6.069814792000001,-5.4136190079999995,-4.639031888,-4.630289545,-4.990290251,-7.92749703,-5.253355257,-5.181396495,-6.829147967999999,-4.882249481000001,-6.5329063529999996,-4.624788308
RHI.F,Red Hat Inc.,2017,3,27,Red Hat Inc._20170327,-2.9024685260000003,-4.572094764,-5.2225422880000005,-5.685288065,-4.106738803,-4.600832186,-4.5291136430000005,-4.852204087,-5.82358449,-5.206522766,-6.662381836000001,-7.194302329,-7.574274067999999,-4.626768558,-6.842749935,-5.083405267,-5.305738943,-4.925321048,-4.84151692,-5.0342705169999995,-5.111620132,-5.055032865,-4.768347195,-4.348728511,-4.956383486,-6.786296566,-3.964768428,-4.850872461,-4.586482533,-7.376483599999999
WBA,Walgreens Boots Alliance,2017,4,5,Walgreens Boots Alliance_20170405,-5.109864373,-4.803041474,-6.125479552000001,-6.184932602999999,-6.622344106,-6.821583564,-4.843347213,-5.591571217,-4.787712695,-4.886993411000001,-6.6396235820000005,-5.81744869,-3.939451603,0.0,-7.959415924,-4.883833115,-6.986361153,-4.890473134,-8.364700385,-5.799041765,-6.287432612999999,-7.448845959,-6.4184909910000005,-5.475803267000001,-6.5700365089999995,-5.834857167999999,-5.683435045,-7.027992405,-3.414415385,-5.67640973
UNH,United Health Group Inc.,2017,4,18,United Health Group Inc._20170418,-5.542955449,-4.302836489,-6.112509587999999,-4.985635025,-4.6129195,-6.2379739039999995,-6.547598423999999,-6.549030952000001,-6.401931263,-5.961015037999999,-4.6898432219999995,-4.758600068,-7.461343127,-6.299146319,-4.9792466310000005,-7.051865028,-7.81509873,-4.743023083,-6.419307922000001,-3.918042672,-5.425763744,-4.177417488,-5.013232321,-4.4042299510000005,-5.8170024520000005,-6.1603186160000005,-4.267992585,-5.779910431,-5.273260656000001,-4.830240012
LRCX,Lam Research,2017,4,18,Lam Research_20170418,-2.67965845,-3.7538847960000004,-5.415094291,-4.013277208,-3.780752811,-6.36826644,-4.581458104,-4.224955978000001,-3.50093349,-7.3082760570000005,-5.280538175,-5.646053576,-6.218773913,-4.838719717,-4.654097196,-4.684929001,-5.2663050789999994,-6.088952418,-4.483106192,-4.764395108,-3.36173173,-4.060106718,-4.057705714,-5.699894167,-5.683783917,-5.631174086000001,-5.009907653,-4.837424395,-4.48458456,-4.5247921369999995
CMA,Comerica Inc.,2017,4,18,Comerica Inc._20170418,-5.562364579,-4.003965608,-4.9303331560000005,-3.893424725,-4.866222986,-4.330302835,-4.457108621000001,-7.255050576,-4.50688901,-5.473389865,-4.488365218,-7.495305061,-5.354646284,-5.44227198,-4.632089608999999,-6.3860072510000006,-4.638406388,-4.8737543,-4.551018044,-5.0813884819999995,-2.877823495,-5.230348719,-4.52876638,-5.497779678,-4.30144898,-5.236632229,-6.277150627,-6.132267575,-4.565782752,-7.040215827999999
GWW,Grainger (W.W.) Inc.,2017,4,18,Grainger (W.W.) Inc._20170418,-4.488574859,-5.769069484,-5.48862876,-4.0951130639999995,-4.878549546,-5.475271833,-5.268749796,-6.018543002,-4.04920407,-4.9889007439999995,-4.921038684,-4.087756472,-4.709264492,-6.629209148999999,-5.051031567,-7.643251294,-7.007593999,-4.113125944,-4.04272962,-4.376405406,-3.722377243,-4.778215782,-4.7167542330000005,-3.92557057,-4.664687832,-5.545066335,-5.239763693,-4.146549297,-4.680396548,-6.318446262999999
AXP,American Express Co,2017,4,19,American Express Co_20170419,-2.827405342,-5.2262248069999995,-4.527717218,-6.102413286,-6.597128766,-6.04922749,-4.309175883,-8.285630203,-5.543507132,-4.718748993,-5.0604183030000005,-8.965503415,-6.193485511,-5.631810678,-5.922916325,-4.679722404,-5.199649419,-4.524503597,-5.9703299560000005,-3.793066035,-8.940961129,-5.203232263,-6.055982134,-5.857729126000001,-6.872428745,-5.484873251000001,-8.260529877,-5.34397757,-6.242134701,-4.05036652
EBAY,eBay Inc.,2017,4,19,eBay Inc._20170419,-3.2443068339999996,-4.532001511,-5.511546889,-3.7417282569999997,-5.1001881430000005,-6.492481801,-4.548163091,-5.811457046,-5.1153123119999995,-4.898139349,-4.89065093,-8.116875141,-4.85864467,-4.237722121,-5.350704005,-4.949931963,-6.525632732999999,-5.735730126,-3.993679192,-3.3429001589999996,-5.4110935079999996,-5.820911688,-7.0278968729999995,-3.809928197,-5.104781152,-4.466479951,-4.7010432710000005,-4.825452553,-4.683872828,-4.248491386
USB,U.S. Bancorp,2017,4,19,U.S. Bancorp_20170419,-3.915841188,-5.697407735,-3.8733788469999997,-4.504847413,-8.558390667000001,-5.562985469,-4.395989975,-4.804795221,-5.9857014070000005,-4.389232593,-6.257878734,-4.573376332,-5.416490132000001,-4.818738144,-4.884743955,-5.05935002,-5.41393981,-4.961471144,-5.60752446,-3.545009349,-5.194145508,-4.9483762339999995,-5.012611303,-4.594325282,-5.722423807,-7.859115117000001,-5.05545654,-5.019242773,-5.494366792,-4.375945605
KMI,Kinder Morgan,2017,4,19,Kinder Morgan_20170419,-4.390654994,-3.829602436,-4.030788427,-4.3360829260000004,-6.951767424,-4.77768832,-7.631835842,-5.434715228,-5.430366997,-4.7899157510000006,-3.663562174,-3.827625517,-6.224039187000001,-4.389491658,-4.228584646,-5.530892006,-4.610684473,-7.595726377999999,-5.293323437,-4.189659175,-5.966122695,-5.627113586,-7.576799747999999,-7.576287419,-4.868578255,-5.959519405,-4.738248755,-3.1438421880000003,-3.992241407,-4.4014067589999994
NUE,Nucor Corp.,2017,4,20,Nucor Corp._20170420,-5.149994348,-3.9288279669999997,-5.540914894,-4.051622856,-5.068749007,-5.393780371,-5.083852205,-8.727472927,-3.771627335,-4.309711668,-4.590375042,-4.612975368,-4.0245136530000005,-4.6017794,-4.449723249,-5.612949791,-5.286552909,-5.825607549,-3.549824734,-5.454604064,-4.271663327,-6.3396352160000005,-3.407558555,-8.677276447,-5.344573475,-5.580881226,-5.777796567999999,-5.535775911,-4.092614546,-5.072956026
VZ,Verizon Communications,2017,4,20,Verizon Communications_20170420,-3.731294195,-5.464875246,-4.9010300639999995,-4.25925213,-4.228831425,-4.117541312,-7.333312667,-7.332659047999999,-5.253762104,-5.1412053769999995,-4.036757575,-6.657012459,-5.402901385,-7.056678094,-4.858506714,-5.54387366,-4.601681846,-6.474403302000001,-3.999855675,-4.374859924,-4.775126521000001,-6.629289807999999,0.0,-4.638236032,-5.116875389,-8.418769841,-3.941579354,-4.653962899,-5.882650637999999,-6.498812316
ADS,Alliance Data Systems,2017,4,20,Alliance Data Systems_20170420,-5.458699659,-5.251306367,-4.803231463,-5.957920454,-4.987383793999999,-3.173077834,-4.171915605,-4.6515081480000005,-5.0562034680000005,-6.065997536,-4.942726282,-4.917270545,-4.5031652730000005,-5.060769199,-3.615810877,-3.493761137,-5.172905163,-7.061466012,-3.574344234,-4.211764006,-6.13141887,-4.328907111,-4.750694833,-5.059260755,-3.402927493,-5.046360828,-4.860768021,-5.469738142000001,-6.139286716,-4.149867408
